Date,Open,High,Low,Close,Adj Close,Volume
1998-01-20,77.812500,78.843750,77.406250,78.812500,45.487530,1744600
1998-01-21,78.093750,78.375000,77.281250,77.843750,44.928425,1839600
1998-01-22,77.187500,77.859375,76.937500,77.187500,44.549644,1662600
1998-01-23,77.500000,77.750000,76.312500,77.000000,44.441502,1693700
1998-01-26,77.375000,77.671875,76.937500,77.312500,44.621807,1172800
1998-01-27,77.125000,78.562500,77.078125,78.218750,45.144871,1454500
1998-01-28,78.375000,79.234375,78.218750,79.125000,45.667927,1181200
1998-01-29,79.062500,80.250000,78.890625,79.406250,45.830238,1468500
1998-01-30,79.937500,79.937500,78.968750,79.234375,45.731060,1095600
1998-02-02,80.625000,81.312500,80.406250,81.015625,46.759117,955600
1998-02-03,81.000000,81.671875,80.656250,81.656250,47.128830,619400
1998-02-04,81.218750,81.656250,80.812500,81.218750,46.876392,753200
1998-02-05,81.812500,81.906250,80.734375,81.234375,46.885334,1067600
1998-02-06,81.500000,82.171875,81.359375,82.109375,47.390373,1069700
1998-02-09,82.093750,82.250000,81.437500,81.781250,47.200996,515900
1998-02-10,82.031250,83.343750,81.921875,83.156250,47.994564,892100
1998-02-11,82.968750,83.390625,82.843750,83.156250,47.994564,515000
1998-02-12,82.734375,84.109375,82.375000,83.687500,48.301231,1065000
1998-02-13,83.343750,83.843750,83.171875,83.640625,48.274166,596700
1998-02-17,84.312500,84.718750,83.890625,84.062500,48.517624,840600
1998-02-18,84.078125,84.703125,83.843750,84.625000,48.842335,773000
1998-02-19,84.640625,84.703125,83.828125,83.828125,48.382366,804800
1998-02-20,84.078125,84.468750,83.312500,84.281250,48.643887,540600
1998-02-23,85.000000,85.000000,83.968750,84.250000,48.625851,639200
1998-02-24,84.125000,84.406250,83.531250,84.000000,48.481552,702700
1998-02-25,84.250000,85.156250,84.078125,84.687500,48.878326,687400
1998-02-26,84.609375,85.218750,84.406250,85.156250,49.148911,439800
1998-02-27,85.109375,85.953125,84.890625,85.593750,49.401440,451300
1998-03-02,85.750000,85.859375,85.281250,85.718750,49.473598,1062800
1998-03-03,85.218750,86.125000,85.187500,86.109375,49.699070,596600
1998-03-04,85.625000,85.875000,85.109375,85.531250,49.365341,691700
1998-03-05,84.500000,85.265625,84.218750,84.781250,48.932484,778300
1998-03-06,85.093750,86.031250,85.093750,86.031250,49.653915,933100
1998-03-09,85.625000,86.578125,85.593750,85.875000,49.563751,685300
1998-03-10,86.375000,86.750000,86.156250,86.718750,50.050739,563700
1998-03-11,86.937500,87.234375,86.734375,87.000000,50.213070,406600
1998-03-12,86.937500,87.062500,86.312500,86.890625,50.149925,576700
1998-03-13,87.187500,87.250000,86.093750,86.156250,49.726082,458900
1998-03-16,86.562500,87.468750,86.343750,87.468750,50.483604,733000
1998-03-17,87.281250,87.781250,87.078125,87.765625,50.654922,499900
1998-03-18,87.593750,88.015625,87.281250,87.984375,50.781181,410900
1998-03-19,88.000000,88.296875,87.843750,88.234375,50.925503,730000
1998-03-20,88.562500,89.406250,88.281250,89.156250,51.457550,754300
1998-03-23,89.187500,89.187500,88.390625,88.484375,51.069798,551600
1998-03-24,88.968750,89.859375,88.921875,89.437500,51.619881,470300
1998-03-25,90.062500,90.062500,88.250000,88.875000,51.295227,966200
1998-03-26,88.843750,89.296875,88.515625,88.625000,51.150986,412800
1998-03-27,89.343750,89.406250,87.875000,88.265625,50.943520,584100
1998-03-30,88.281250,88.562500,87.687500,88.156250,50.880390,562400
1998-03-31,88.468750,89.312500,88.062500,88.187500,50.898438,620000
1998-04-01,88.359375,89.203125,87.718750,88.937500,51.331333,373700
1998-04-02,88.906250,90.250000,88.828125,90.156250,52.034729,440600
1998-04-03,90.250000,90.578125,89.812500,90.093750,51.998619,493300
1998-04-06,90.875000,91.250000,90.343750,90.375000,52.160992,610500
1998-04-07,90.375000,90.390625,89.250000,89.890625,51.881420,707300
1998-04-08,90.062500,90.062500,88.828125,89.281250,51.529705,949500
1998-04-09,89.656250,90.468750,89.625000,90.375000,52.160992,451700
1998-04-13,90.734375,90.734375,89.562500,90.343750,52.142937,337900
1998-04-14,90.531250,91.515625,90.531250,91.437500,52.774200,451500
1998-04-15,91.656250,92.015625,91.203125,92.015625,53.107903,261800
1998-04-16,91.703125,91.703125,90.796875,91.062500,52.557796,232800
1998-04-17,90.734375,91.750000,90.578125,91.703125,53.125866,382900
1998-04-20,91.593750,91.656250,91.000000,91.296875,52.890488,299400
1998-04-21,91.250000,91.921875,90.968750,91.906250,53.243538,372000
1998-04-22,91.859375,92.109375,91.687500,91.843750,53.207329,503400
1998-04-23,91.718750,92.031250,91.109375,91.312500,52.899555,597700
1998-04-24,91.218750,91.562500,90.062500,90.546875,52.456062,820200
1998-04-27,89.437500,89.875000,88.390625,89.250000,51.704739,1916800
1998-04-28,90.031250,90.125000,88.656250,88.984375,51.550804,437200
1998-04-29,89.281250,89.953125,88.921875,89.421875,51.804325,298700
1998-04-30,90.328125,91.312500,90.218750,90.875000,52.646130,443100
1998-05-01,91.093750,91.656250,90.812500,91.656250,53.098755,338300
1998-05-04,91.984375,92.578125,91.812500,91.812500,53.189201,542500
1998-05-05,91.500000,91.859375,90.968750,91.484375,52.999168,325600
1998-05-06,91.843750,91.859375,90.281250,90.281250,52.302158,665500
1998-05-07,90.625000,90.625000,89.718750,89.734375,51.985348,593100
1998-05-08,89.750000,90.984375,89.687500,90.937500,52.682316,638100
1998-05-11,91.281250,91.843750,90.687500,90.921875,52.673286,703100
1998-05-12,90.906250,91.921875,90.609375,91.921875,53.252621,479000
1998-05-13,91.906250,92.359375,91.625000,92.250000,53.442661,399400
1998-05-14,91.562500,92.296875,91.343750,91.812500,53.189201,622900
1998-05-15,91.875000,91.875000,90.796875,90.796875,52.652470,280900
1998-05-18,90.875000,91.328125,90.000000,90.531250,52.498455,249200
1998-05-19,91.125000,91.312500,90.375000,90.562500,52.516575,482100
1998-05-20,91.250000,91.875000,90.640625,91.781250,53.223289,304400
1998-05-21,91.937500,92.171875,91.109375,91.375000,52.987720,530600
1998-05-22,91.593750,91.593750,90.937500,91.234375,52.906166,219000
1998-05-26,91.734375,91.843750,89.656250,89.656250,51.991013,561300
1998-05-27,89.000000,89.859375,87.937500,89.656250,51.991013,1041100
1998-05-28,89.750000,90.093750,89.187500,89.984375,52.181320,367700
1998-05-29,90.281250,90.421875,88.843750,88.843750,51.519859,232400
1998-06-01,88.625000,89.859375,88.593750,89.406250,51.846024,445800
1998-06-02,89.734375,89.875000,88.781250,88.953125,51.583340,391600
1998-06-03,89.375000,89.406250,87.812500,87.843750,50.940025,473100
1998-06-04,87.875000,88.953125,87.531250,88.890625,51.547058,636200
1998-06-05,89.468750,90.859375,89.000000,90.859375,52.688732,1014000
1998-06-08,90.750000,91.250000,90.484375,90.921875,52.724987,467900
1998-06-09,90.812500,91.046875,90.359375,90.734375,52.616234,180100
1998-06-10,90.281250,91.125000,89.578125,89.750000,52.045406,531300
1998-06-11,90.031250,90.140625,88.125000,88.125000,51.103081,529200
1998-06-12,88.187500,88.625000,86.875000,88.562500,51.356773,909200
1998-06-15,87.562500,87.937500,85.953125,86.000000,49.870808,617400
1998-06-16,86.812500,86.937500,85.937500,86.796875,50.332901,796500
1998-06-17,87.781250,89.171875,87.562500,88.656250,51.411133,895100
1998-06-18,88.437500,88.718750,88.093750,88.312500,51.211803,219000
1998-06-19,88.406250,88.546875,86.859375,87.078125,50.604897,506100
1998-06-22,87.187500,87.703125,86.796875,87.171875,50.659374,161500
1998-06-23,87.656250,88.421875,87.656250,88.375000,51.358509,201600
1998-06-24,88.500000,89.437500,87.859375,89.296875,51.894283,353100
1998-06-25,89.875000,90.296875,89.140625,89.687500,52.121300,420200
1998-06-26,89.593750,89.937500,89.343750,89.687500,52.121300,150400
1998-06-29,90.187500,90.656250,90.000000,90.125000,52.375523,297700
1998-06-30,89.906250,90.156250,89.359375,89.687500,52.121300,395600
1998-07-01,90.375000,90.671875,89.890625,90.593750,52.647995,347100
1998-07-02,90.343750,90.578125,90.140625,90.296875,52.475430,263900
1998-07-06,90.312500,91.250000,90.031250,91.250000,53.029316,166500
1998-07-07,91.171875,91.562500,90.718750,91.109375,52.947601,155700
1998-07-08,91.187500,91.984375,91.109375,91.953125,53.437981,146900
1998-07-09,91.375000,91.906250,90.468750,90.875000,52.811420,151500
1998-07-10,91.031250,91.468750,90.343750,91.234375,53.020245,127800
1998-07-13,91.375000,91.921875,90.796875,90.984375,52.874958,164400
1998-07-14,91.484375,92.671875,91.484375,92.437500,53.719467,276000
1998-07-15,93.000000,93.156250,92.281250,92.500000,53.755711,367900
1998-07-16,92.437500,93.406250,92.093750,93.265625,54.200733,356100
1998-07-17,93.437500,93.625000,93.093750,93.328125,54.237022,222100
1998-07-20,93.546875,93.578125,92.578125,93.125000,54.119022,234900
1998-07-21,93.578125,93.578125,91.750000,91.750000,53.319912,389800
1998-07-22,91.500000,91.750000,90.828125,91.406250,53.120136,229900
1998-07-23,91.171875,91.437500,89.203125,89.359375,51.930634,297000
1998-07-24,90.078125,90.078125,88.531250,89.437500,51.976017,424800
1998-07-27,88.968750,90.343750,88.531250,90.250000,52.448196,382900
1998-07-28,90.093750,90.093750,88.015625,89.218750,51.848907,557300
1998-07-29,89.812500,90.000000,88.828125,89.015625,51.730865,330400
1998-07-30,89.875000,90.375000,89.578125,90.234375,52.439098,533300
1998-07-31,90.125000,90.375000,88.156250,88.531250,51.449368,234400
1998-08-03,88.625000,88.921875,87.781250,87.812500,51.031643,429300
1998-08-04,88.625000,88.625000,84.875000,84.937500,49.360874,947200
1998-08-05,85.437500,85.921875,83.531250,85.656250,49.778530,1456000
1998-08-06,84.968750,86.234375,84.968750,85.656250,49.778530,571600
1998-08-07,86.281250,87.234375,85.500000,86.156250,50.069118,698900
1998-08-10,86.000000,86.406250,85.140625,85.781250,49.851204,233900
1998-08-11,84.250000,84.812500,83.062500,84.375000,49.033997,1034100
1998-08-12,85.218750,85.781250,84.718750,85.687500,49.796700,592000
1998-08-13,85.343750,86.218750,84.281250,84.281250,48.979473,651900
1998-08-14,85.625000,85.687500,83.781250,84.312500,48.997643,731000
1998-08-17,84.093750,85.968750,83.687500,85.750000,49.833073,948800
1998-08-18,86.218750,87.671875,86.031250,87.375000,50.777409,566000
1998-08-19,87.906250,87.906250,86.781250,86.968750,50.541328,324700
1998-08-20,86.593750,87.125000,86.156250,86.250000,50.123619,536300
1998-08-21,85.125000,85.593750,83.187500,85.593750,49.856094,1184400
1998-08-24,85.812500,86.343750,85.000000,85.625000,49.874329,292300
1998-08-25,86.468750,86.875000,85.281250,85.906250,50.038124,309400
1998-08-26,84.843750,85.812500,84.531250,85.390625,49.737843,653200
1998-08-27,83.937500,84.218750,80.812500,81.046875,47.207661,1887300
1998-08-28,82.000000,82.609375,80.125000,80.781250,47.052975,1225000
1998-08-31,81.218750,81.406250,74.875000,74.875000,43.612705,1284000
1998-09-01,76.218750,79.093750,73.875000,78.531250,45.742401,1760300
1998-09-02,78.656250,79.625000,77.625000,77.781250,45.305515,551100
1998-09-03,76.343750,77.625000,75.750000,77.031250,44.868687,806800
1998-09-04,77.687500,77.781250,74.937500,76.875000,44.777702,578100
1998-09-08,79.187500,80.656250,78.343750,80.593750,46.943764,1187900
1998-09-09,80.093750,80.468750,78.406250,78.406250,45.669598,879200
1998-09-10,76.468750,77.218750,75.000000,75.750000,44.122387,1292900
1998-09-11,75.375000,78.812500,75.015625,78.718750,45.851643,1086900
1998-09-14,79.421875,80.343750,79.218750,79.406250,46.252056,627700
1998-09-15,78.625000,80.500000,78.593750,80.281250,46.761726,418000
1998-09-16,80.937500,81.687500,79.593750,81.125000,47.253174,495200
1998-09-17,78.656250,79.406250,78.500000,78.781250,45.888027,681100
1998-09-18,78.562500,79.125000,78.125000,78.812500,45.969818,309400
1998-09-21,76.281250,79.562500,76.156250,79.250000,46.225021,562200
1998-09-22,80.062500,80.062500,78.515625,78.859375,45.997154,431900
1998-09-23,79.906250,81.875000,79.390625,81.875000,47.756100,680200
1998-09-24,81.265625,81.859375,79.234375,79.765625,46.525772,568800
1998-09-25,78.968750,80.968750,78.656250,80.125000,46.735348,422200
1998-09-28,80.937500,81.640625,80.375000,81.281250,47.409771,678800
1998-09-29,81.484375,81.562500,79.593750,80.687500,47.063503,1089600
1998-09-30,79.687500,80.437500,78.125000,78.187500,45.605263,673200
1998-10-01,77.000000,78.156250,75.750000,76.218750,44.456921,1107600
1998-10-02,76.375000,78.312500,75.062500,78.156250,45.587040,971800
1998-10-05,77.343750,78.000000,75.437500,77.218750,45.040207,728800
1998-10-06,78.312500,78.859375,76.625000,77.187500,45.021999,806100
1998-10-07,77.531250,78.562500,75.859375,77.343750,45.113113,1280800
1998-10-08,75.125000,77.750000,74.468750,77.312500,45.094898,2218200
1998-10-09,78.062500,79.375000,76.562500,79.187500,46.188560,1196900
1998-10-12,80.531250,80.968750,79.500000,79.781250,46.534882,630700
1998-10-13,80.000000,80.187500,78.687500,79.171875,46.179440,288500
1998-10-14,79.000000,80.671875,78.843750,79.687500,46.480213,939700
1998-10-15,79.500000,88.000000,79.187500,83.875000,48.922676,1219200
1998-10-16,83.937500,84.421875,83.250000,84.187500,49.104927,694800
1998-10-19,84.000000,85.250000,83.812500,84.625000,49.360184,423800
1998-10-20,85.484375,86.500000,84.484375,84.890625,49.515053,959800
1998-10-21,85.468750,85.796875,84.625000,85.062500,49.615314,599800
1998-10-22,85.031250,85.687500,84.203125,85.562500,49.906963,574800
1998-10-23,84.937500,85.187500,84.125000,84.312500,49.177868,463400
1998-10-26,85.000000,85.437500,84.125000,84.375000,49.214348,381100
